"shortdescription","automaton","attemptautomaton"
"'a' followed by only a's or only b's","<automaton> <alphabet> <symbol>a</symbol><symbol>b</symbol> </alphabet> 		<stateSet>		<state sid=""0""><label>0</label><posX>200</posX><posY>240</posY></state>		<state sid=""1""><label>1</label><posX>277</posX><posY>292</posY></state>		<state sid=""2""><label>2</label><posX>283</posX><posY>168</posY></state>	</stateSet>	<transitionSet>		<transition tid=""0"">			<from>0</from>			<to>2</to>			<read>a</read>			<edgeDistance>30</edgeDistance>		</transition>		<transition tid=""1"">			<from>0</from>			<to>1</to>			<read>a</read>			<edgeDistance>30</edgeDistance>		</transition>		<transition tid=""2"">			<from>1</from>			<to>1</to>			<read>a</read>			<edgeDistance>30</edgeDistance>		</transition>		<transition tid=""3"">			<from>2</from>			<to>2</to>			<read>b</read>			<edgeDistance>30</edgeDistance>		</transition>	</transitionSet>	<acceptingSet>		<state sid=""1""/>		<state sid=""2""/>	</acceptingSet><initState><state sid=""0""/></initState> </automaton>","<automaton>
	<alphabet>
 <symbol>a</symbol>
 <symbol>b</symbol>
	</alphabet>
	<stateSet>
		<state sid='0' ><label>0</label><posX>137</posX><posY>336</posY></state>
		<state sid='1' ><label>1</label><posX>300</posX><posY>335</posY></state>
		<state sid='2' ><label>2</label><posX>469</posX><posY>337</posY></state>
		<state sid='3' ><label>3</label><posX>280</posX><posY>86</posY></state>
		<state sid='4' ><label>4</label><posX>300</posX><posY>251</posY></state>
	</stateSet>
	<transitionSet>
		<transition tid='0'>
			<from>0</from>
			<to>1</to>
			<read>a</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='1'>
			<from>1</from>
			<to>2</to>
			<read>b</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='2'>
			<from>2</from>
			<to>3</to>
			<read>a</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='3'>
			<from>2</from>
			<to>2</to>
			<read>b</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='4'>
			<from>3</from>
			<to>3</to>
			<read>a</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='5'>
			<from>3</from>
			<to>3</to>
			<read>b</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='6'>
			<from>0</from>
			<to>3</to>
			<read>b</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='7'>
			<from>4</from>
			<to>4</to>
			<read>a</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='8'>
			<from>4</from>
			<to>3</to>
			<read>b</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='9'>
			<from>1</from>
			<to>4</to>
			<read>a</read>
			<edgeDistance>30</edgeDistance>
		</transition>
	</transitionSet>
	<acceptingSet>
		<state sid='1'/>
		<state sid='2'/>
		<state sid='4'/>
	</acceptingSet>
<initState><state sid='0' /></initState></automaton>
"
"'a' followed by only a's or only b's","<automaton> <alphabet> <symbol>a</symbol><symbol>b</symbol> </alphabet> 		<stateSet>		<state sid=""0""><label>0</label><posX>200</posX><posY>240</posY></state>		<state sid=""1""><label>1</label><posX>277</posX><posY>292</posY></state>		<state sid=""2""><label>2</label><posX>283</posX><posY>168</posY></state>	</stateSet>	<transitionSet>		<transition tid=""0"">			<from>0</from>			<to>2</to>			<read>a</read>			<edgeDistance>30</edgeDistance>		</transition>		<transition tid=""1"">			<from>0</from>			<to>1</to>			<read>a</read>			<edgeDistance>30</edgeDistance>		</transition>		<transition tid=""2"">			<from>1</from>			<to>1</to>			<read>a</read>			<edgeDistance>30</edgeDistance>		</transition>		<transition tid=""3"">			<from>2</from>			<to>2</to>			<read>b</read>			<edgeDistance>30</edgeDistance>		</transition>	</transitionSet>	<acceptingSet>		<state sid=""1""/>		<state sid=""2""/>	</acceptingSet><initState><state sid=""0""/></initState> </automaton>","<automaton>
	<alphabet>
 <symbol>a</symbol>
 <symbol>b</symbol>
	</alphabet>
	<stateSet>
		<state sid='0' ><label>0</label><posX>200</posX><posY>240</posY></state>
		<state sid='1' ><label>1</label><posX>298</posX><posY>237</posY></state>
		<state sid='2' ><label>2</label><posX>411</posX><posY>238</posY></state>
		<state sid='3' ><label>3</label><posX>280</posX><posY>86</posY></state>
	</stateSet>
	<transitionSet>
		<transition tid='0'>
			<from>0</from>
			<to>1</to>
			<read>a</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='1'>
			<from>1</from>
			<to>1</to>
			<read>a</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='2'>
			<from>1</from>
			<to>2</to>
			<read>b</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='3'>
			<from>2</from>
			<to>3</to>
			<read>a</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='4'>
			<from>2</from>
			<to>2</to>
			<read>b</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='5'>
			<from>3</from>
			<to>3</to>
			<read>a</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='6'>
			<from>3</from>
			<to>3</to>
			<read>b</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='7'>
			<from>0</from>
			<to>3</to>
			<read>b</read>
			<edgeDistance>30</edgeDistance>
		</transition>
	</transitionSet>
	<acceptingSet>
		<state sid='1'/>
		<state sid='2'/>
	</acceptingSet>
<initState><state sid='0' /></initState></automaton>
"
"'a' followed by only a's or only b's","<automaton> <alphabet> <symbol>a</symbol><symbol>b</symbol> </alphabet> 		<stateSet>		<state sid=""0""><label>0</label><posX>200</posX><posY>240</posY></state>		<state sid=""1""><label>1</label><posX>277</posX><posY>292</posY></state>		<state sid=""2""><label>2</label><posX>283</posX><posY>168</posY></state>	</stateSet>	<transitionSet>		<transition tid=""0"">			<from>0</from>			<to>2</to>			<read>a</read>			<edgeDistance>30</edgeDistance>		</transition>		<transition tid=""1"">			<from>0</from>			<to>1</to>			<read>a</read>			<edgeDistance>30</edgeDistance>		</transition>		<transition tid=""2"">			<from>1</from>			<to>1</to>			<read>a</read>			<edgeDistance>30</edgeDistance>		</transition>		<transition tid=""3"">			<from>2</from>			<to>2</to>			<read>b</read>			<edgeDistance>30</edgeDistance>		</transition>	</transitionSet>	<acceptingSet>		<state sid=""1""/>		<state sid=""2""/>	</acceptingSet><initState><state sid=""0""/></initState> </automaton>","<automaton>
	<alphabet>
 <symbol>a</symbol>
 <symbol>b</symbol>
	</alphabet>
	<stateSet>
		<state sid='0' ><label>0</label><posX>200</posX><posY>240</posY></state>
		<state sid='1' ><label>1</label><posX>298</posX><posY>237</posY></state>
	</stateSet>
	<transitionSet>
		<transition tid='0'>
			<from>0</from>
			<to>1</to>
			<read>a</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='1'>
			<from>1</from>
			<to>1</to>
			<read>a</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='2'>
			<from>1</from>
			<to>0</to>
			<read>b</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='3'>
			<from>0</from>
			<to>0</to>
			<read>b</read>
			<edgeDistance>30</edgeDistance>
		</transition>
	</transitionSet>
	<acceptingSet>
		<state sid='0'/>
		<state sid='1'/>
	</acceptingSet>
<initState><state sid='0' /></initState></automaton>
"
"'a' followed by only a's or only b's","<automaton> <alphabet> <symbol>a</symbol><symbol>b</symbol> </alphabet> 		<stateSet>		<state sid=""0""><label>0</label><posX>200</posX><posY>240</posY></state>		<state sid=""1""><label>1</label><posX>277</posX><posY>292</posY></state>		<state sid=""2""><label>2</label><posX>283</posX><posY>168</posY></state>	</stateSet>	<transitionSet>		<transition tid=""0"">			<from>0</from>			<to>2</to>			<read>a</read>			<edgeDistance>30</edgeDistance>		</transition>		<transition tid=""1"">			<from>0</from>			<to>1</to>			<read>a</read>			<edgeDistance>30</edgeDistance>		</transition>		<transition tid=""2"">			<from>1</from>			<to>1</to>			<read>a</read>			<edgeDistance>30</edgeDistance>		</transition>		<transition tid=""3"">			<from>2</from>			<to>2</to>			<read>b</read>			<edgeDistance>30</edgeDistance>		</transition>	</transitionSet>	<acceptingSet>		<state sid=""1""/>		<state sid=""2""/>	</acceptingSet><initState><state sid=""0""/></initState> </automaton>","<automaton>
	<alphabet>
 <symbol>a</symbol>
 <symbol>b</symbol>
	</alphabet>
	<stateSet>
		<state sid='0' ><label>0</label><posX>200</posX><posY>240</posY></state>
		<state sid='1' ><label>1</label><posX>298</posX><posY>237</posY></state>
		<state sid='2' ><label>2</label><posX>50</posX><posY>374</posY></state>
	</stateSet>
	<transitionSet>
		<transition tid='0'>
			<from>0</from>
			<to>1</to>
			<read>a</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='1'>
			<from>1</from>
			<to>1</to>
			<read>a</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='2'>
			<from>1</from>
			<to>2</to>
			<read>b</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='3'>
			<from>2</from>
			<to>2</to>
			<read>a</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='4'>
			<from>2</from>
			<to>2</to>
			<read>b</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='5'>
			<from>0</from>
			<to>2</to>
			<read>b</read>
			<edgeDistance>30</edgeDistance>
		</transition>
	</transitionSet>
	<acceptingSet>
		<state sid='1'/>
	</acceptingSet>
<initState><state sid='0' /></initState></automaton>
"
"'a' followed by only a's or only b's","<automaton> <alphabet> <symbol>a</symbol><symbol>b</symbol> </alphabet> 		<stateSet>		<state sid=""0""><label>0</label><posX>200</posX><posY>240</posY></state>		<state sid=""1""><label>1</label><posX>277</posX><posY>292</posY></state>		<state sid=""2""><label>2</label><posX>283</posX><posY>168</posY></state>	</stateSet>	<transitionSet>		<transition tid=""0"">			<from>0</from>			<to>2</to>			<read>a</read>			<edgeDistance>30</edgeDistance>		</transition>		<transition tid=""1"">			<from>0</from>			<to>1</to>			<read>a</read>			<edgeDistance>30</edgeDistance>		</transition>		<transition tid=""2"">			<from>1</from>			<to>1</to>			<read>a</read>			<edgeDistance>30</edgeDistance>		</transition>		<transition tid=""3"">			<from>2</from>			<to>2</to>			<read>b</read>			<edgeDistance>30</edgeDistance>		</transition>	</transitionSet>	<acceptingSet>		<state sid=""1""/>		<state sid=""2""/>	</acceptingSet><initState><state sid=""0""/></initState> </automaton>","<automaton>
	<alphabet>
 <symbol>a</symbol>
 <symbol>b</symbol>
	</alphabet>
	<stateSet>
		<state sid='0' ><label>0</label><posX>200</posX><posY>240</posY></state>
		<state sid='1' ><label>1</label><posX>298</posX><posY>237</posY></state>
		<state sid='2' ><label>2</label><posX>50</posX><posY>374</posY></state>
		<state sid='3' ><label>3</label><posX>296</posX><posY>315</posY></state>
	</stateSet>
	<transitionSet>
		<transition tid='0'>
			<from>0</from>
			<to>1</to>
			<read>a</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='1'>
			<from>1</from>
			<to>1</to>
			<read>a</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='2'>
			<from>1</from>
			<to>3</to>
			<read>b</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='3'>
			<from>2</from>
			<to>2</to>
			<read>a</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='4'>
			<from>2</from>
			<to>2</to>
			<read>b</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='5'>
			<from>0</from>
			<to>2</to>
			<read>b</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='6'>
			<from>3</from>
			<to>2</to>
			<read>a</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='7'>
			<from>3</from>
			<to>3</to>
			<read>b</read>
			<edgeDistance>30</edgeDistance>
		</transition>
	</transitionSet>
	<acceptingSet>
		<state sid='1'/>
		<state sid='3'/>
	</acceptingSet>
<initState><state sid='0' /></initState></automaton>
"
"'a' followed by only a's or only b's","<automaton> <alphabet> <symbol>a</symbol><symbol>b</symbol> </alphabet> 		<stateSet>		<state sid=""0""><label>0</label><posX>200</posX><posY>240</posY></state>		<state sid=""1""><label>1</label><posX>277</posX><posY>292</posY></state>		<state sid=""2""><label>2</label><posX>283</posX><posY>168</posY></state>	</stateSet>	<transitionSet>		<transition tid=""0"">			<from>0</from>			<to>2</to>			<read>a</read>			<edgeDistance>30</edgeDistance>		</transition>		<transition tid=""1"">			<from>0</from>			<to>1</to>			<read>a</read>			<edgeDistance>30</edgeDistance>		</transition>		<transition tid=""2"">			<from>1</from>			<to>1</to>			<read>a</read>			<edgeDistance>30</edgeDistance>		</transition>		<transition tid=""3"">			<from>2</from>			<to>2</to>			<read>b</read>			<edgeDistance>30</edgeDistance>		</transition>	</transitionSet>	<acceptingSet>		<state sid=""1""/>		<state sid=""2""/>	</acceptingSet><initState><state sid=""0""/></initState> </automaton>","<automaton>
	<alphabet>
 <symbol>a</symbol>
 <symbol>b</symbol>
	</alphabet>
	<stateSet>
		<state sid='0' ><label>0</label><posX>200</posX><posY>240</posY></state>
		<state sid='1' ><label>1</label><posX>298</posX><posY>237</posY></state>
		<state sid='2' ><label>2</label><posX>50</posX><posY>374</posY></state>
	</stateSet>
	<transitionSet>
		<transition tid='0'>
			<from>0</from>
			<to>1</to>
			<read>a</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='1'>
			<from>1</from>
			<to>1</to>
			<read>a</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='2'>
			<from>1</from>
			<to>1</to>
			<read>b</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='3'>
			<from>2</from>
			<to>2</to>
			<read>a</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='4'>
			<from>2</from>
			<to>2</to>
			<read>b</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='5'>
			<from>0</from>
			<to>2</to>
			<read>b</read>
			<edgeDistance>30</edgeDistance>
		</transition>
	</transitionSet>
	<acceptingSet>
		<state sid='1'/>
	</acceptingSet>
<initState><state sid='0' /></initState></automaton>
"
"'a' followed by only a's or only b's","<automaton> <alphabet> <symbol>a</symbol><symbol>b</symbol> </alphabet> 		<stateSet>		<state sid=""0""><label>0</label><posX>200</posX><posY>240</posY></state>		<state sid=""1""><label>1</label><posX>277</posX><posY>292</posY></state>		<state sid=""2""><label>2</label><posX>283</posX><posY>168</posY></state>	</stateSet>	<transitionSet>		<transition tid=""0"">			<from>0</from>			<to>2</to>			<read>a</read>			<edgeDistance>30</edgeDistance>		</transition>		<transition tid=""1"">			<from>0</from>			<to>1</to>			<read>a</read>			<edgeDistance>30</edgeDistance>		</transition>		<transition tid=""2"">			<from>1</from>			<to>1</to>			<read>a</read>			<edgeDistance>30</edgeDistance>		</transition>		<transition tid=""3"">			<from>2</from>			<to>2</to>			<read>b</read>			<edgeDistance>30</edgeDistance>		</transition>	</transitionSet>	<acceptingSet>		<state sid=""1""/>		<state sid=""2""/>	</acceptingSet><initState><state sid=""0""/></initState> </automaton>","<automaton>
	<alphabet>
 <symbol>a</symbol>
 <symbol>b</symbol>
	</alphabet>
	<stateSet>
		<state sid='0' ><label>0</label><posX>200</posX><posY>240</posY></state>
		<state sid='1' ><label>1</label><posX>298</posX><posY>237</posY></state>
	</stateSet>
	<transitionSet>
		<transition tid='0'>
			<from>0</from>
			<to>1</to>
			<read>a</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='1'>
			<from>0</from>
			<to>0</to>
			<read>b</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='2'>
			<from>1</from>
			<to>1</to>
			<read>a</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='3'>
			<from>1</from>
			<to>1</to>
			<read>b</read>
			<edgeDistance>30</edgeDistance>
		</transition>
	</transitionSet>
	<acceptingSet>
		<state sid='1'/>
	</acceptingSet>
<initState><state sid='0' /></initState></automaton>
"
"'a' followed by only a's or only b's","<automaton> <alphabet> <symbol>a</symbol><symbol>b</symbol> </alphabet> 		<stateSet>		<state sid=""0""><label>0</label><posX>200</posX><posY>240</posY></state>		<state sid=""1""><label>1</label><posX>277</posX><posY>292</posY></state>		<state sid=""2""><label>2</label><posX>283</posX><posY>168</posY></state>	</stateSet>	<transitionSet>		<transition tid=""0"">			<from>0</from>			<to>2</to>			<read>a</read>			<edgeDistance>30</edgeDistance>		</transition>		<transition tid=""1"">			<from>0</from>			<to>1</to>			<read>a</read>			<edgeDistance>30</edgeDistance>		</transition>		<transition tid=""2"">			<from>1</from>			<to>1</to>			<read>a</read>			<edgeDistance>30</edgeDistance>		</transition>		<transition tid=""3"">			<from>2</from>			<to>2</to>			<read>b</read>			<edgeDistance>30</edgeDistance>		</transition>	</transitionSet>	<acceptingSet>		<state sid=""1""/>		<state sid=""2""/>	</acceptingSet><initState><state sid=""0""/></initState> </automaton>","<automaton>
	<alphabet>
 <symbol>a</symbol>
 <symbol>b</symbol>
	</alphabet>
	<stateSet>
		<state sid='0' ><label>0</label><posX>372</posX><posY>278</posY></state>
		<state sid='1' ><label>1</label><posX>195</posX><posY>122</posY></state>
		<state sid='2' ><label>2</label><posX>474</posX><posY>280</posY></state>
		<state sid='3' ><label>3</label><posX>597</posX><posY>169</posY></state>
	</stateSet>
	<transitionSet>
		<transition tid='0'>
			<from>0</from>
			<to>1</to>
			<read>b</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='1'>
			<from>1</from>
			<to>1</to>
			<read>a</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='2'>
			<from>1</from>
			<to>1</to>
			<read>b</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='3'>
			<from>2</from>
			<to>2</to>
			<read>a</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='4'>
			<from>0</from>
			<to>2</to>
			<read>a</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='5'>
			<from>3</from>
			<to>1</to>
			<read>a</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='6'>
			<from>3</from>
			<to>3</to>
			<read>b</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='7'>
			<from>2</from>
			<to>3</to>
			<read>b</read>
			<edgeDistance>30</edgeDistance>
		</transition>
	</transitionSet>
	<acceptingSet>
	</acceptingSet>
<initState><state sid='0' /></initState></automaton>
"
"'a' followed by only a's or only b's","<automaton> <alphabet> <symbol>a</symbol><symbol>b</symbol> </alphabet> 		<stateSet>		<state sid=""0""><label>0</label><posX>200</posX><posY>240</posY></state>		<state sid=""1""><label>1</label><posX>277</posX><posY>292</posY></state>		<state sid=""2""><label>2</label><posX>283</posX><posY>168</posY></state>	</stateSet>	<transitionSet>		<transition tid=""0"">			<from>0</from>			<to>2</to>			<read>a</read>			<edgeDistance>30</edgeDistance>		</transition>		<transition tid=""1"">			<from>0</from>			<to>1</to>			<read>a</read>			<edgeDistance>30</edgeDistance>		</transition>		<transition tid=""2"">			<from>1</from>			<to>1</to>			<read>a</read>			<edgeDistance>30</edgeDistance>		</transition>		<transition tid=""3"">			<from>2</from>			<to>2</to>			<read>b</read>			<edgeDistance>30</edgeDistance>		</transition>	</transitionSet>	<acceptingSet>		<state sid=""1""/>		<state sid=""2""/>	</acceptingSet><initState><state sid=""0""/></initState> </automaton>","<automaton>
	<alphabet>
 <symbol>a</symbol>
 <symbol>b</symbol>
	</alphabet>
	<stateSet>
		<state sid='0' ><label>0</label><posX>200</posX><posY>240</posY></state>
		<state sid='1' ><label>1</label><posX>290</posX><posY>239</posY></state>
	</stateSet>
	<transitionSet>
		<transition tid='0'>
			<from>0</from>
			<to>0</to>
			<read>b</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='1'>
			<from>0</from>
			<to>1</to>
			<read>a</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='2'>
			<from>1</from>
			<to>1</to>
			<read>a</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='3'>
			<from>1</from>
			<to>1</to>
			<read>b</read>
			<edgeDistance>30</edgeDistance>
		</transition>
	</transitionSet>
	<acceptingSet>
		<state sid='1'/>
	</acceptingSet>
<initState><state sid='0' /></initState></automaton>
"
"'a' followed by only a's or only b's","<automaton> <alphabet> <symbol>a</symbol><symbol>b</symbol> </alphabet> 		<stateSet>		<state sid=""0""><label>0</label><posX>200</posX><posY>240</posY></state>		<state sid=""1""><label>1</label><posX>277</posX><posY>292</posY></state>		<state sid=""2""><label>2</label><posX>283</posX><posY>168</posY></state>	</stateSet>	<transitionSet>		<transition tid=""0"">			<from>0</from>			<to>2</to>			<read>a</read>			<edgeDistance>30</edgeDistance>		</transition>		<transition tid=""1"">			<from>0</from>			<to>1</to>			<read>a</read>			<edgeDistance>30</edgeDistance>		</transition>		<transition tid=""2"">			<from>1</from>			<to>1</to>			<read>a</read>			<edgeDistance>30</edgeDistance>		</transition>		<transition tid=""3"">			<from>2</from>			<to>2</to>			<read>b</read>			<edgeDistance>30</edgeDistance>		</transition>	</transitionSet>	<acceptingSet>		<state sid=""1""/>		<state sid=""2""/>	</acceptingSet><initState><state sid=""0""/></initState> </automaton>","<automaton>
	<alphabet>
 <symbol>a</symbol>
 <symbol>b</symbol>
	</alphabet>
	<stateSet>
		<state sid='0' ><label>0</label><posX>200</posX><posY>240</posY></state>
		<state sid='1' ><label>1</label><posX>288</posX><posY>312</posY></state>
		<state sid='2' ><label>2</label><posX>277</posX><posY>160</posY></state>
		<state sid='3' ><label>3</label><posX>401</posX><posY>158</posY></state>
	</stateSet>
	<transitionSet>
		<transition tid='0'>
			<from>0</from>
			<to>1</to>
			<read>b</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='1'>
			<from>1</from>
			<to>1</to>
			<read>a</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='2'>
			<from>1</from>
			<to>1</to>
			<read>b</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='3'>
			<from>0</from>
			<to>2</to>
			<read>a</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='4'>
			<from>3</from>
			<to>3</to>
			<read>a</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='5'>
			<from>3</from>
			<to>3</to>
			<read>b</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='6'>
			<from>2</from>
			<to>2</to>
			<read>a</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='7'>
			<from>2</from>
			<to>2</to>
			<read>b</read>
			<edgeDistance>30</edgeDistance>
		</transition>
	</transitionSet>
	<acceptingSet>
		<state sid='2'/>
		<state sid='3'/>
	</acceptingSet>
<initState><state sid='0' /></initState></automaton>
"
"'a' followed by only a's or only b's","<automaton> <alphabet> <symbol>a</symbol><symbol>b</symbol> </alphabet> 		<stateSet>		<state sid=""0""><label>0</label><posX>200</posX><posY>240</posY></state>		<state sid=""1""><label>1</label><posX>277</posX><posY>292</posY></state>		<state sid=""2""><label>2</label><posX>283</posX><posY>168</posY></state>	</stateSet>	<transitionSet>		<transition tid=""0"">			<from>0</from>			<to>2</to>			<read>a</read>			<edgeDistance>30</edgeDistance>		</transition>		<transition tid=""1"">			<from>0</from>			<to>1</to>			<read>a</read>			<edgeDistance>30</edgeDistance>		</transition>		<transition tid=""2"">			<from>1</from>			<to>1</to>			<read>a</read>			<edgeDistance>30</edgeDistance>		</transition>		<transition tid=""3"">			<from>2</from>			<to>2</to>			<read>b</read>			<edgeDistance>30</edgeDistance>		</transition>	</transitionSet>	<acceptingSet>		<state sid=""1""/>		<state sid=""2""/>	</acceptingSet><initState><state sid=""0""/></initState> </automaton>","<automaton>
	<alphabet>
 <symbol>a</symbol>
 <symbol>b</symbol>
	</alphabet>
	<stateSet>
		<state sid='0' ><label>0</label><posX>200</posX><posY>240</posY></state>
		<state sid='1' ><label>1</label><posX>288</posX><posY>312</posY></state>
		<state sid='2' ><label>2</label><posX>277</posX><posY>160</posY></state>
		<state sid='3' ><label>3</label><posX>355</posX><posY>159</posY></state>
	</stateSet>
	<transitionSet>
		<transition tid='0'>
			<from>0</from>
			<to>1</to>
			<read>b</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='1'>
			<from>1</from>
			<to>1</to>
			<read>a</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='2'>
			<from>1</from>
			<to>1</to>
			<read>b</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='3'>
			<from>0</from>
			<to>2</to>
			<read>a</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='4'>
			<from>3</from>
			<to>3</to>
			<read>a</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='5'>
			<from>3</from>
			<to>3</to>
			<read>b</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='6'>
			<from>2</from>
			<to>3</to>
			<read>a</read>
			<edgeDistance>30</edgeDistance>
		</transition>
		<transition tid='7'>
			<from>2</from>
			<to>3</to>
			<read>b</read>
			<edgeDistance>30</edgeDistance>
		</transition>
	</transitionSet>
	<acceptingSet>
		<state sid='2'/>
		<state sid='3'/>
	</acceptingSet>
<initState><state sid='0' /></initState></automaton>
"
